P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
1.7592,638.921,-0.0103,1.7592,1.86048,47.7689,-0.07292,-4.0004
1.7443,640.665,-0.0149,1.7443,1.86178,47.795,-0.02543,-2.6874
1.7443,642.409,0,1.7443,1.86307,47.795,-0.17443,-2.6874
1.7258,644.135,-0.0185,1.7258,1.86434,47.8182,0.01242,-0.1994
1.7025,645.838,-0.0233,1.7025,1.86557,47.8384,0.06275,-3.9244
1.6761,647.514,-0.0264,1.6761,1.86677,47.86,0.09639,0.7468
1.6471,649.161,-0.029,1.6471,1.86792,47.8765,0.12529,2.0051
1.6162,650.777,-0.0309,1.6162,1.86903,47.8903,0.14738,2.8461
1.6162,652.393,0,1.6162,1.87014,47.8903,-0.16162,2.8461
1.584,653.977,-0.0322,1.584,1.8712,47.9,0.1636,4.1208
1.5484,655.526,-0.0356,1.5484,1.87222,47.9144,0.20116,-3.6042
1.512,657.038,-0.0364,1.512,1.87318,47.9251,0.2128,4.5263
1.4753,658.513,-0.0367,1.4753,1.8741,47.9287,0.21947,5.4653
1.439,659.952,-0.0363,1.439,1.87498,47.9319,0.2191,5.7563
1.439,661.391,0,1.439,1.87585,47.9319,-0.1439,5.7563
1.4034,662.794,-0.0356,1.4034,1.87668,47.9363,0.21566,5.9138
1.3659,664.16,-0.0375,1.3659,1.87747,47.9461,0.23841,-3.1612
1.3294,665.49,-0.0365,1.3294,1.87821,47.9535,0.23206,5.8278
1.2943,666.784,-0.0351,1.2943,1.87892,47.9579,0.22157,6.3966
1.2609,668.045,-0.0334,1.2609,1.87958,47.9643,0.20791,6.2378
1.2609,669.306,0,1.2609,1.88025,47.9643,-0.12609,6.2378
1.2295,670.535,-0.0314,1.2295,1.88089,47.9753,0.19105,5.6341
1.1973,671.733,-0.0322,1.1973,1.88149,47.9864,0.20227,-2.7159
1.1714,672.904,-0.0259,1.1714,1.88206,47.9983,0.14186,5.2126
1.1666,674.071,-0.0048,1.1666,1.88263,48.0112,-0.06866,5.4931
1.1875,675.258,0.0209,1.1875,1.88322,48.029,-0.32775,3.9828
1.1875,676.446,0,1.1875,1.88381,48.029,-0.11875,3.9828
1.2208,677.666,0.0333,1.2208,1.88443,48.0132,-0.45508,-7.7574
1.2779,678.944,0.0571,1.2779,1.88511,48.0156,-0.69879,-2.5324
1.3338,680.278,0.0559,1.3338,1.88585,47.9858,-0.69238,-10.9407
1.3864,681.664,0.0526,1.3864,1.88665,47.9324,-0.66464,-17.0334
1.4351,683.1,0.0487,1.4351,1.88751,47.8508,-0.63051,-16.8732
1.4351,684.535,0,1.4351,1.88837,47.8508,-0.14351,-16.8732
1.4791,686.014,0.044,1.4791,1.88927,47.7764,-0.58791,-15.3264
1.5207,687.534,0.0416,1.5207,1.89023,47.7712,-0.56807,-3.1514
1.557,689.091,0.0363,1.557,1.89124,47.7368,-0.5187,-14.2614
1.5874,690.679,0.0304,1.5874,1.89228,47.685,-0.46274,-13.7654
1.6114,692.29,0.024,1.6114,1.89336,47.6447,-0.40114,-12.5312
1.6114,693.902,0,1.6114,1.89443,47.6447,-0.16114,-12.5312
1.6294,695.531,0.018,1.6294,1.89553,47.6334,-0.34294,-9.5922
1.6432,697.174,0.0138,1.6432,1.89664,47.6528,-0.30232,-3.5922
1.6511,698.825,0.0079,1.6511,1.89777,47.6618,-0.24411,-8.1372
1.6534,700.479,0.0023,1.6534,1.8989,47.6746,-0.18834,-7.1217
1.6505,702.129,-0.0029,1.6505,1.90002,47.6941,-0.13605,-5.6664
1.6505,703.78,0,1.6505,1.90114,47.6941,-0.16505,-5.6664
1.6429,705.423,-0.0076,1.6429,1.90225,47.7186,-0.08829,-2.9649
1.6306,707.053,-0.0123,1.6306,1.90334,47.7423,-0.04006,-3.6899
1.6142,708.667,-0.0164,1.6142,1.90441,47.7672,0.00258,-1.7709
1.5942,710.262,-0.02,1.5942,1.90545,47.7907,0.04058,-0.5652
1.5711,711.833,-0.0231,1.5711,1.90646,47.812,0.07389,0.5008
1.5711,713.404,0,1.5711,1.90748,47.812,-0.15711,0.5008
1.5456,714.949,-0.0255,1.5456,1.90845,47.8283,0.10044,2.2836
1.5163,716.466,-0.0293,1.5163,1.90939,47.8464,0.14137,-3.4914
1.4851,717.951,-0.0312,1.4851,1.91029,47.8627,0.16349,2.9473
1.4528,719.404,-0.0323,1.4528,1.91115,47.8729,0.17772,3.9706
1.4199,720.824,-0.0329,1.4199,1.91198,47.8804,0.18701,4.5236
1.4199,722.243,0,1.4199,1.9128,47.8804,-0.14199,4.5236
1.3869,723.63,-0.033,1.3869,1.91358,47.8863,0.19131,5.1116
1.3514,724.982,-0.0355,1.3514,1.91432,47.8987,0.21986,-3.1134
1.3161,726.298,-0.0353,1.3161,1.91503,47.9078,0.22139,5.2191
1.2816,727.579,-0.0345,1.2816,1.9157,47.9117,0.21684,5.9328
1.2485,728.828,-0.0331,1.2485,1.91633,47.9175,0.20615,5.9711
1.2485,730.077,0,1.2485,1.91696,47.9175,-0.12485,5.9711
1.2232,731.3,-0.0253,1.2232,1.91757,47.927,0.13068,5.5901
1.2094,732.509,-0.0138,1.2094,1.91816,47.9388,0.01706,-2.6849
1.2096,733.719,0.0002,1.2096,1.91875,47.9549,-0.12296,3.7033
1.2142,734.933,0.0046,1.2142,1.91935,47.9756,-0.16742,0.8628
1.2179,736.151,0.0037,1.2179,1.91995,47.9908,-0.15879,-2.6377
1.2179,737.369,0,1.2179,1.92054,47.9908,-0.12179,-2.6377
1.2202,738.589,0.0023,1.2202,1.92115,48.0015,-0.14502,-3.5334
1.2213,739.81,0.0011,1.2213,1.92175,48.0161,-0.13313,-2.6084
1.2208,741.031,-0.0005,1.2208,1.92235,48.0309,-0.11708,-3.1892
1.2189,742.25,-0.0019,1.2189,1.92294,48.047,-0.10289,-2.8919
1.2156,743.466,-0.0033,1.2156,1.92354,48.0652,-0.08856,-2.4907
1.2156,744.681,0,1.2156,1.92413,48.0652,-0.12156,-2.4907
1.2109,745.892,-0.0047,1.2109,1.92472,48.0853,-0.07409,-1.7777
1.2046,747.097,-0.0063,1.2046,1.9253,48.1045,-0.05746,-2.6027
1.1971,748.294,-0.0075,1.1971,1.92588,48.1254,-0.04471,-1.4159
1.1883,749.482,-0.0088,1.1883,1.92644,48.1471,-0.03083,-1.0002
1.1785,750.661,-0.0098,1.1785,1.927,48.169,-0.01985,-0.6814
1.1785,751.839,0,1.1785,1.92755,48.169,-0.11785,-0.6814
1.1678,753.007,-0.0107,1.1678,1.9281,48.1909,-0.00978,-0.0599
1.1554,754.162,-0.0124,1.1554,1.92863,48.2112,0.00846,-2.5099
1.1422,755.304,-0.0132,1.1422,1.92915,48.2322,0.01778,0.1918
1.1283,756.433,-0.0139,1.1283,1.92966,48.2533,0.02617,0.6478
1.1139,757.547,-0.0144,1.1139,1.93015,48.274,0.03261,0.8808
1.1139,758.66,0,1.1139,1.93064,48.274,-0.11139,0.8808
1.0991,759.76,-0.0148,1.0991,1.93112,48.2944,0.03809,1.2516
1.1145,760.874,0.0154,1.1145,1.93162,48.3129,-0.26545,-2.3484
1.1207,761.995,0.0062,1.1207,1.93212,48.3331,-0.17407,1.3886
1.1516,763.146,0.0309,1.1516,1.93264,48.3362,-0.42416,-6.1999
1.1881,764.335,0.0365,1.1881,1.9332,48.3467,-0.48381,-3.9154
1.1881,765.523,0,1.1881,1.93376,48.3467,-0.11881,-3.9154
1.2213,766.744,0.0332,1.2213,1.93435,48.3165,-0.45413,-11.6589
1.2523,767.996,0.031,1.2523,1.93497,48.3213,-0.43523,-2.5339
1.2783,769.274,0.026,1.2783,1.93561,48.2991,-0.38783,-10.9169
1.2991,770.574,0.0208,1.2991,1.93628,48.2711,-0.33791,-10.4444
1.3146,771.888,0.0155,1.3146,1.93696,48.2574,-0.28646,-9.2594
1.3146,773.203,0,1.3146,1.93764,48.2574,-0.13146,-9.2594
1.3253,774.528,0.0107,1.3253,1.93833,48.2641,-0.23953,-6.7252
1.3322,775.86,0.0069,1.3322,1.93903,48.2849,-0.20222,-2.8502
1.3347,777.195,0.0025,1.3347,1.93973,48.3017,-0.15847,-5.5519
1.3328,778.528,-0.0019,1.3328,1.94043,48.3208,-0.11428,-4.6192
1.3268,779.855,-0.006,1.3268,1.94112,48.3424,-0.07268,-3.5254
1.3268,781.181,0,1.3268,1.94181,48.3424,-0.13268,-3.5254
1.3174,782.499,-0.0094,1.3174,1.94249,48.3653,-0.03774,-1.3807
1.3041,783.803,-0.0133,1.3041,1.94316,48.3871,0.00259,-2.8807
1.2878,785.091,-0.0163,1.2878,1.94381,48.4096,0.03422,-0.5072
1.2688,786.36,-0.019,1.2688,1.94444,48.4302,0.06312,0.5011
1.2477,787.607,-0.0211,1.2477,1.94504,48.4495,0.08623,1.2918
1.2477,788.855,0,1.2477,1.94565,48.4495,-0.12477,1.2918
1.2251,790.08,-0.0226,1.2251,1.94624,48.465,0.10349,2.5921
1.1996,791.28,-0.0255,1.1996,1.9468,48.4822,0.13504,-2.6829
1.1728,792.452,-0.0268,1.1728,1.94733,48.4978,0.15072,3.0236
1.1455,793.598,-0.0273,1.1455,1.94784,48.5087,0.15845,3.8123
1.118,794.716,-0.0275,1.118,1.94833,48.5188,0.1632,4.2043
1.118,795.834,0,1.118,1.94882,48.5188,-0.1118,4.2043
1.0908,796.925,-0.0272,1.0908,1.94928,48.5286,0.16292,4.5163
1.0617,797.986,-0.0291,1.0617,1.94971,48.544,0.18483,-2.3587
1.0332,799.02,-0.0285,1.0332,1.95013,48.5563,0.18168,4.5093
1.0055,800.025,-0.0277,1.0055,1.95052,48.5651,0.17645,5.0571
0.9791,801.004,-0.0264,0.9791,1.95089,48.5749,0.16609,4.9783
0.9791,801.983,0,0.9791,1.95126,48.5749,-0.09791,4.9783
0.9539,802.937,-0.0252,0.9539,1.95161,48.5874,0.15661,4.5886
0.9281,803.865,-0.0258,0.9281,1.95195,48.6016,0.16519,-2.0114
0.9037,804.769,-0.0244,0.9037,1.95226,48.6154,0.15363,4.3516
0.881,805.65,-0.0227,0.881,1.95256,48.6292,0.1389,4.5661
0.86,806.51,-0.021,0.86,1.95285,48.6445,0.124,4.2771
0.8408,807.351,-0.0192,0.8408,1.95312,48.6615,0.10792,3.9088
0.8408,808.192,0,0.8408,1.95339,48.6615,-0.08408,3.9088
0.8234,809.015,-0.0174,0.8234,1.95365,48.6805,0.09166,3.1343
0.8062,809.821,-0.0172,0.8062,1.9539,48.6969,0.09138,-1.6657
0.7907,810.612,-0.0155,0.7907,1.95414,48.7148,0.07593,2.7278
0.7768,811.389,-0.0139,0.7768,1.95437,48.7343,0.06132,2.7208
0.7768,812.165,0,0.7768,1.9546,48.7343,-0.07768,2.7208
0.7645,812.93,-0.0123,0.7645,1.95483,48.7545,0.04655,1.9693
0.7526,813.683,-0.0119,0.7526,1.95504,48.7722,0.04374,-1.5057
0.7421,814.425,-0.0105,0.7421,1.95525,48.7912,0.03079,1.6001
0.7361,815.161,-0.006,0.7361,1.95546,48.8117,-0.01361,1.5298
0.7404,815.901,0.0043,0.7404,1.95567,48.8322,-0.11704,1.2061
0.7404,816.642,0,0.7404,1.95588,48.8322,-0.07404,1.2061
0.7559,817.397,0.0155,0.7559,1.9561,48.8478,-0.23059,-2.4897
0.7828,818.18,0.0269,0.7828,1.95633,48.8651,-0.34728,-1.4147
0.8164,818.997,0.0336,0.8164,1.95658,48.8691,-0.41764,-5.3284
0.8476,819.844,0.0312,0.8476,1.95686,48.8522,-0.39676,-8.2457
0.8755,820.72,0.0279,0.8755,1.95715,48.8219,-0.36655,-10.0047
0.8755,821.595,0,0.8755,1.95744,48.8219,-0.08755,-10.0047
0.8999,822.495,0.0244,0.8999,1.95775,48.8006,-0.33399,-8.7274
0.9228,823.418,0.0229,0.9228,1.95807,48.8135,-0.32128,-1.7524
0.942,824.36,0.0192,0.942,1.9584,48.8122,-0.2862,-7.9134
0.9574,825.317,0.0154,0.9574,1.95875,48.8098,-0.24974,-7.5957
0.9688,826.286,0.0114,0.9688,1.95911,48.8149,-0.21088,-6.7187
0.9688,827.255,0,0.9688,1.95946,48.8149,-0.09688,-6.7187
0.9768,828.232,0.008,0.9768,1.95982,48.8293,-0.17768,-4.8357
0.9821,829.214,0.0053,0.9821,1.96019,48.8493,-0.15121,-1.9857
0.9841,830.198,0.002,0.9841,1.96055,48.8677,-0.11841,-4.0057
0.983,831.181,-0.0011,0.983,1.96091,48.8871,-0.0873,-3.3439
0.9788,832.16,-0.0042,0.9788,1.96128,48.9075,-0.05588,-2.5239
0.9788,833.139,0,0.9788,1.96164,48.9075,-0.09788,-2.5239
0.9721,834.111,-0.0067,0.9721,1.96199,48.9284,-0.03021,-0.9607
0.9626,835.073,-0.0095,0.9626,1.96234,48.9488,-0.00126,-2.0107
0.9508,836.024,-0.0118,0.9508,1.96268,48.9695,0.02292,-0.3189
0.9371,836.961,-0.0137,0.9371,1.96301,48.9889,0.04329,0.4048
0.9218,837.883,-0.0153,0.9218,1.96333,49.0074,0.06082,1.0093
0.9218,838.805,0,0.9218,1.96364,49.0074,-0.09218,1.0093
0.9053,839.71,-0.0165,0.9053,1.96395,49.024,0.07447,1.9568
0.8868,840.597,-0.0185,0.8868,1.96425,49.0423,0.09632,-1.8682
0.8673,841.464,-0.0195,0.8673,1.96453,49.0595,0.10827,2.2981
0.8475,842.312,-0.0198,0.8475,1.96479,49.0735,0.11325,2.8443
0.8276,843.139,-0.0199,0.8276,1.96505,49.087,0.11624,3.1431
0.8276,843.967,0,0.8276,1.96531,49.087,-0.08276,3.1431
0.8078,844.775,-0.0198,0.8078,1.96555,49.1004,0.11722,3.3423
0.7868,845.561,-0.021,0.7868,1.96578,49.117,0.13132,-1.6327
0.7662,846.328,-0.0206,0.7662,1.966,49.132,0.12938,3.3668
0.7462,847.074,-0.02,0.7462,1.9662,49.1453,0.12538,3.7193
0.7278,847.802,-0.0184,0.7278,1.9664,49.1594,0.11122,3.6708
0.7278,848.529,0,0.7278,1.9666,49.1594,-0.07278,3.6708
0.7274,849.257,-0.0004,0.7274,1.96679,49.175,-0.06874,3.2168
0.7256,849.982,-0.0018,0.7256,1.96699,49.1914,-0.05456,-1.3832
0.7355,850.718,0.0099,0.7355,1.96719,49.2083,-0.17255,-1.2822
0.752,851.47,0.0165,0.752,1.9674,49.2263,-0.2402,-0.9277
0.7689,852.239,0.0169,0.7689,1.96762,49.2364,-0.24589,-3.8774
0.7689,853.008,0,0.7689,1.96784,49.2364,-0.07689,-3.8774
0.7836,853.791,0.0147,0.7836,1.96806,49.2364,-0.22536,-5.7109
0.7972,854.589,0.0136,0.7972,1.9683,49.2506,-0.21572,-1.4859
0.8085,855.397,0.0113,0.8085,1.96854,49.2577,-0.19385,-5.1977
0.8173,856.214,0.0088,0.8173,1.96878,49.2643,-0.16973,-4.9567
0.8236,857.038,0.0063,0.8236,1.96903,49.2748,-0.14536,-4.4099
0.8236,857.862,0,0.8236,1.96928,49.2748,-0.08236,-4.4099
0.8277,858.689,0.0041,0.8277,1.96954,49.2903,-0.12377,-3.1977
0.83,859.519,0.0023,0.83,1.96979,49.3092,-0.106,-1.6227
0.8301,860.349,0.0001,0.8301,1.97004,49.3273,-0.08401,-2.6579
0.8282,861.178,-0.0019,0.8282,1.97029,49.3457,-0.06382,-2.2137
0.8244,862.002,-0.0038,0.8244,1.97054,49.3649,-0.04444,-1.6639
0.8244,862.826,0,0.8244,1.97079,49.3649,-0.08244,-1.6639
0.8189,863.645,-0.0055,0.8189,1.97104,49.3844,-0.02689,-0.6747
0.8114,864.457,-0.0075,0.8114,1.97128,49.4034,-0.00614,-1.6247
0.8026,865.259,-0.0088,0.8026,1.97151,49.4228,0.00774,-0.2359
0.7924,866.052,-0.0102,0.7924,1.97174,49.4418,0.02276,0.2828
0.7811,866.833,-0.0113,0.7811,1.97197,49.4606,0.03489,0.6298
0.7689,867.602,-0.0122,0.7689,1.97218,49.4787,0.04511,1.0053
0.7689,868.371,0,0.7689,1.9724,49.4787,-0.07689,1.0053
0.7562,869.127,-0.0127,0.7562,1.9726,49.4962,0.05138,1.5641
0.7421,869.869,-0.0141,0.7421,1.9728,49.5138,0.06679,-1.4859
0.7275,870.596,-0.0146,0.7275,1.973,49.5313,0.07325,1.7208
0.7128,871.309,-0.0147,0.7128,1.97318,49.5478,0.07572,2.1061
0.698,872.007,-0.0148,0.698,1.97336,49.5641,0.0782,2.2676
0.698,872.705,0,0.698,1.97354,49.5641,-0.0698,2.2676
0.6835,873.389,-0.0145,0.6835,1.9737,49.5803,0.07665,2.3913
0.6682,874.057,-0.0153,0.6682,1.97387,49.5972,0.08618,-1.3087
0.6531,874.71,-0.0151,0.6531,1.97402,49.6138,0.08569,2.3526
0.6386,875.349,-0.0145,0.6386,1.97417,49.6298,0.08114,2.5908
0.6386,875.987,0,0.6386,1.97432,49.6298,-0.06386,2.5908
0.6247,876.612,-0.0139,0.6247,1.97446,49.6463,0.07653,2.4648
0.6104,877.222,-0.0143,0.6104,1.97459,49.6631,0.08196,-1.1602
0.5967,877.819,-0.0137,0.5967,1.97472,49.6798,0.07733,2.3496
0.5838,878.403,-0.0129,0.5838,1.97484,49.6964,0.07062,2.4853
0.5718,878.975,-0.012,0.5718,1.97496,49.7133,0.06282,2.3696
0.5718,879.546,0,0.5718,1.97508,49.7133,-0.05718,2.3696
0.5606,880.107,-0.0112,0.5606,1.97519,49.7308,0.05594,2.0068
0.5495,880.657,-0.0111,0.5495,1.9753,49.7479,0.05605,-0.9932
0.5393,881.196,-0.0102,0.5393,1.9754,49.7653,0.04807,1.8348
0.5299,881.726,-0.0094,0.5299,1.97551,49.783,0.04101,1.8376
0.5215,882.247,-0.0084,0.5215,1.9756,49.8009,0.03185,1.6381
0.514,882.761,-0.0075,0.514,1.9757,49.819,0.0236,1.4616
0.514,883.275,0,0.514,1.97579,49.819,-0.0514,1.4616
0.5073,883.783,-0.0067,0.5073,1.97588,49.8373,0.01627,1.0263
0.5009,884.283,-0.0064,0.5009,1.97597,49.8548,0.01391,-0.8487
0.4953,884.779,-0.0056,0.4953,1.97606,49.8726,0.00647,0.8431
0.4904,885.269,-0.0049,0.4904,1.97615,49.8909,-4.00E-05,0.7841
0.4904,885.76,0,0.4904,1.97623,49.8909,-0.04904,0.7841
0.4862,886.246,-0.0042,0.4862,1.97632,49.9092,-0.00662,0.4353
0.4823,886.728,-0.0039,0.4823,1.9764,49.9268,-0.00923,-0.7897
0.4813,887.209,-0.001,0.4813,1.97648,49.9447,-0.03813,0.2708
0.4939,887.703,0.0126,0.4939,1.97657,49.9628,-0.17539,0.2056
0.511,888.214,0.0171,0.511,1.97666,49.9806,-0.2221,-0.5169
0.511,888.725,0,0.511,1.97676,49.9806,-0.0511,-0.5169
0.521,889.246,0.01,0.521,1.97685,49.9849,-0.1521,-5.1162
0.5409,889.787,0.0199,0.5409,1.97696,49.9987,-0.25309,-0.8412
0.5652,890.352,0.0243,0.5652,1.97707,50.0118,-0.29952,-3.3662
0.5901,890.942,0.0249,0.5901,1.97719,50.0132,-0.30801,-5.8909
0.6123,891.555,0.0222,0.6123,1.97733,50.0068,-0.28323,-7.0517
0.6313,892.186,0.019,0.6313,1.97747,49.9999,-0.25313,-7.2639
0.6313,892.817,0,0.6313,1.97761,49.9999,-0.06313,-7.2639
0.6473,893.465,0.016,0.6473,1.97776,50.0026,-0.22473,-5.8919
0.6615,894.126,0.0142,0.6615,1.97791,50.0185,-0.20815,-1.1419
0.6728,894.799,0.0113,0.6728,1.97807,50.0291,-0.18028,-5.1819
0.6809,895.48,0.0081,0.6809,1.97823,50.0404,-0.14909,-4.7674
0.6861,896.166,0.0052,0.6861,1.9784,50.0545,-0.12061,-4.0707
0.6861,896.852,0,0.6861,1.97856,50.0545,-0.06861,-4.0707
0.6887,897.541,0.0026,0.6887,1.97873,50.0717,-0.09487,-2.5789
0.6889,898.23,0.0002,0.6889,1.9789,50.0899,-0.07089,-1.2789
0.6867,898.916,-0.0022,0.6867,1.97906,50.1078,-0.04667,-1.9354
0.6822,899.599,-0.0045,0.6822,1.97923,50.126,-0.02322,-1.3359
0.6756,900.274,-0.0066,0.6756,1.97939,50.1441,-0.00156,-0.7304
0.6756,900.95,0,0.6756,1.97955,50.1441,-0.06756,-0.7304
0.6673,901.617,-0.0083,0.6673,1.9797,50.1613,0.01627,0.3973
0.657,902.274,-0.0103,0.657,1.97985,50.1786,0.0373,-1.2527
0.6452,902.919,-0.0118,0.6452,1.98,50.1955,0.05348,0.8431
0.6324,903.552,-0.0128,0.6324,1.98014,50.2112,0.06476,1.3688
0.6187,904.17,-0.0137,0.6187,1.98027,50.226,0.07513,1.7733
0.6187,904.789,0,0.6187,1.98041,50.226,-0.06187,1.7733
0.6045,905.394,-0.0142,0.6045,1.98054,50.2399,0.08155,2.3146
0.589,905.983,-0.0155,0.589,1.98066,50.2558,0.0961,-1.1104
0.5731,906.556,-0.0159,0.5731,1.98077,50.2704,0.10169,2.4751
0.5574,907.113,-0.0157,0.5574,1.98088,50.2834,0.10126,2.8388
0.5418,907.655,-0.0156,0.5418,1.98098,50.2962,0.10182,2.9786
0.5418,908.197,0,0.5418,1.98108,50.2962,-0.05418,2.9786
0.5268,908.723,-0.015,0.5268,1.98118,50.3095,0.09732,2.9818
0.5111,909.235,-0.0157,0.5111,1.98127,50.325,0.10589,-0.9182
0.496,909.731,-0.0151,0.496,1.98136,50.3394,0.1014,2.8693
0.4817,910.212,-0.0143,0.4817,1.98144,50.3529,0.09483,3.0836
0.4817,910.694,0,0.4817,1.98152,50.3529,-0.04817,3.0836
0.4683,911.162,-0.0134,0.4683,1.98159,50.3673,0.08717,2.8071
0.4547,911.617,-0.0136,0.4547,1.98166,50.383,0.09053,-0.7679
0.442,912.059,-0.0127,0.442,1.98173,50.398,0.0828,2.6156
0.4304,912.489,-0.0116,0.4304,1.9818,50.413,0.07296,2.6996
0.4199,912.909,-0.0105,0.4199,1.98186,50.4284,0.06301,2.5063
0.4105,913.32,-0.0094,0.4105,1.98191,50.4443,0.05295,2.2603
0.4105,913.73,0,0.4105,1.98197,50.4443,-0.04105,2.2603
0.4022,914.132,-0.0083,0.4022,1.98203,50.4609,0.04278,1.7601
0.3943,914.527,-0.0079,0.3943,1.98208,50.477,0.03957,-0.5899
0.3874,914.914,-0.0069,0.3874,1.98213,50.4934,0.03026,1.5058
0.3815,915.296,-0.0059,0.3815,1.98218,50.5101,0.02085,1.4256
0.3767,915.672,-0.0048,0.3767,1.98223,50.527,0.01033,1.1928
0.3767,916.049,0,0.3767,1.98228,50.527,-0.03767,1.1928
0.3727,916.422,-0.004,0.3727,1.98233,50.5439,0.00273,0.6946
0.3692,916.791,-0.0035,0.3692,1.98238,50.5603,-0.00192,-0.5054
0.3666,917.158,-0.0026,0.3666,1.98242,50.5769,-0.01066,0.5046
0.3646,917.522,-0.002,0.3646,1.98247,50.5938,-0.01646,0.3883
0.3634,917.886,-0.0012,0.3634,1.98251,50.6105,-0.02434,0.1698
0.3634,918.249,0,0.3634,1.98256,50.6105,-0.03634,0.1698
0.3626,918.612,-0.0008,0.3626,1.9826,50.6271,-0.02826,-0.1722
0.3624,918.974,-0.0002,0.3624,1.98265,50.6435,-0.03424,-0.4722
0.3625,919.336,0.0001,0.3625,1.98269,50.66,-0.03725,-0.2702
0.363,919.699,0.0005,0.363,1.98274,50.6764,-0.0413,-0.4197
0.3638,920.063,0.0008,0.3638,1.98278,50.6928,-0.04438,-0.4949
0.3638,920.427,0,0.3638,1.98283,50.6928,-0.03638,-0.4949
0.3648,920.792,0.001,0.3648,1.98287,50.709,-0.04648,-0.6732
0.366,921.158,0.0012,0.366,1.98292,50.7253,-0.0486,-0.4732
0.3673,921.525,0.0013,0.3673,1.98296,50.7416,-0.04973,-0.7257
0.3687,921.894,0.0014,0.3687,1.98301,50.7577,-0.05087,-0.7787
0.37,922.264,0.0013,0.37,1.98306,50.7738,-0.05,-0.8069
0.37,922.634,0,0.37,1.9831,50.7738,-0.037,-0.8069
0.3712,923.005,0.0012,0.3712,1.98315,50.7899,-0.04912,-0.8137
0.3724,923.377,0.0012,0.3724,1.9832,50.8061,-0.04924,-0.4887
0.3734,923.751,0.001,0.3734,1.98324,50.8223,-0.04734,-0.7917
0.3743,924.125,0.0009,0.3743,1.98329,50.8383,-0.04643,-0.7947
0.3749,924.5,0.0006,0.3749,1.98334,50.8544,-0.04349,-0.7472
0.3749,924.875,0,0.3749,1.98339,50.8544,-0.03749,-0.7472
0.3753,925.25,0.0004,0.3753,1.98343,50.8705,-0.04153,-0.6509
0.3755,925.626,0.0002,0.3755,1.98348,50.8867,-0.03955,-0.5009
0.3754,926.001,-0.0001,0.3754,1.98353,50.9027,-0.03654,-0.6019
0.3751,926.376,-0.0003,0.3751,1.98358,50.9188,-0.03451,-0.5524
0.3745,926.751,-0.0006,0.3745,1.98362,50.9349,-0.03145,-0.4772
0.3745,927.125,0,0.3745,1.98367,50.9349,-0.03745,-0.4772
0.3843,927.51,0.0098,0.3843,1.98372,50.9509,-0.13643,-0.3499
0.461,927.971,0.0767,0.461,1.98379,50.9669,-0.8131,-0.4999
0.677,928.648,0.216,0.677,1.98395,50.9795,-2.2277,-2.9744
0.8163,929.464,0.1393,0.8163,1.98417,50.9382,-1.47463,-19.8912
0.7284,930.192,-0.0879,0.7284,1.98435,50.9249,0.80616,-25
0.7284,930.921,0,0.7284,1.98452,50.9249,-0.07284,-25
0.6715,931.592,-0.0569,0.6715,1.98468,50.8376,0.50185,20.5903
0.6432,932.235,-0.0283,0.6432,1.98481,50.7678,0.21868,-1.3847
0.6438,932.879,0.0006,0.6438,1.98495,50.7334,-0.07038,12.9826
0.6674,933.547,0.0236,0.6674,1.9851,50.6867,-0.30274,5.9033
0.7049,934.251,0.0375,0.7049,1.98527,50.7023,-0.44549,-1.3232
0.7049,934.956,0,0.7049,1.98543,50.7023,-0.07049,-1.3232
0.7477,935.704,0.0428,0.7477,1.98562,50.6126,-0.50277,-10.7009
0.7944,936.498,0.0467,0.7944,1.98583,50.6647,-0.54644,-1.3259
0.8397,937.338,0.0453,0.8397,1.98607,50.6253,-0.53697,-12.1329
0.8817,938.22,0.042,0.8817,1.98632,50.5622,-0.50817,-13.2247
0.9188,939.139,0.0371,0.9188,1.9866,50.5018,-0.46288,-12.9879
0.9188,940.057,0,0.9188,1.98689,50.5018,-0.09188,-12.9879
0.9506,941.008,0.0318,0.9506,1.98719,50.4581,-0.41306,-11.1357
0.9794,941.987,0.0288,0.9794,1.9875,50.4611,-0.38594,-1.8607
1.0029,942.99,0.0235,1.0029,1.98784,50.4431,-0.33529,-9.8902
1.0207,944.011,0.0178,1.0207,1.98818,50.4276,-0.28007,-9.2122
1.033,945.044,0.0123,1.033,1.98854,50.4228,-0.2263,-7.9459
1.033,946.077,0,1.033,1.98889,50.4228,-0.1033,-7.9459
1.0405,947.118,0.0075,1.0405,1.98925,50.4325,-0.17905,-5.2212
1.044,948.162,0.0035,1.044,1.98961,50.4492,-0.1394,-2.1462
1.0429,949.204,-0.0011,1.0429,1.98997,50.4653,-0.09329,-4.0399
1.0374,950.242,-0.0055,1.0374,1.99032,50.4835,-0.04874,-3.0487
1.0281,951.27,-0.0093,1.0281,1.99067,50.5028,-0.00981,-1.8959
1.0281,952.298,0,1.0281,1.99102,50.5028,-0.10281,-1.8959
1.0155,953.314,-0.0126,1.0155,1.99136,50.5206,0.02445,0.1911
0.9991,954.313,-0.0164,0.9991,1.99169,50.5381,0.06409,-2.1339
0.9801,955.293,-0.019,0.9801,1.99201,50.5544,0.09199,1.0476
0.9589,956.252,-0.0212,0.9589,1.99231,50.5667,0.11611,2.0386
0.936,957.188,-0.0229,0.936,1.9926,50.5765,0.1354,2.7361
